,creationDate,isFresh,isRotten,isRtUrl,isTop,reviewUrl,quote,reviewId,scoreOri,scoreSentiment,critic.name,critic.criticPictureUrl,critic.vanity,publication.id,publication.name
0,"Apr 25, 2022",True,False,False,False,https://youtu.be/oZKjC3OAmXs,"Unfortunately I dont see what most see in 1917. Respectively, I hardly feel anything except some respect for the technical achievements. But that alone isnt enough - it actually slightly damages the film overall.",102684251,6/10,POSITIVE,Jimmy Cage,http://resizing.flixster.com/zmFm5Fh3WuOPRZwX1hfPpAAxUPA=/128x128/v1.YzsxMDAwMDAyNjA3O2o7MTkxNzk7MjA0ODs4MDA7ODAw,stefan-knoke,100009568,Jimmy Cage Movie Reviews (YouTube)
1,"Feb 22, 2022",False,True,False,False,https://deepfocusreview.com/reviews/1917/,The film's formal indulgences distract from its dramatic potential. ,102660195,2/4,NEGATIVE,Brian Eggert,http://resizing.flixster.com/-UjDJuYz_103OKpZ71orINT1QXk=/128x128/v1.Yzs0MDQzO3A7MTkxNzA7MjA0ODszODA7Mzgw,brian-eggert,100009573,Deep Focus Review
2,"Feb 21, 2022",True,False,False,False,https://www.cityam.com/review-why-sam-mendes-1917-is-the-first-unmissable-film-of-the-twenties/,What makes it so special is the balance between artistry and realism. Mendes reaches down into the mud and finds something beautiful. ,102660087,5/5,POSITIVE,James Luxford,http://resizing.flixster.com/9DGu61bDvUblBpl92TMNi1asZ1Y=/128x128/v1.YzsxMDAwMDAyNTg1O2o7MTkxNzk7MjA0ODs0MDA7NDAw,james-luxford,100009556,City AM
3,"Feb 12, 2022",True,False,False,False,https://filmotomy.com/film-review-1917/,1917 is a technical masterpiece that comes together with genuine powerful emotion to become a captivating work of art.,102656102,,POSITIVE,Carson Timar,http://resizing.flixster.com/kDnd3O3V_Y0XUtQK2MqFf8poYoM=/128x128/v1.Yzs0MDMzO2o7MTkxNzA7MjA0ODszMDA7MzAw,carson-timar,3642,Filmotomy
4,"Nov 16, 2021",False,True,False,False,https://comicyears.com/movies/1917-review-technically-a-masterpiece/,"We should be drawn into the personal story--director Sam Mendes loosely based the movie on his grandfather Alfred's wartime experiences--but instead, we're watching all the smoke and mirrors. It's sound and fury that could signify so much more.",2839890,,NEGATIVE,Salome Gonstad,http://resizing.flixster.com/vgEktMNojS2GQVanMJ18E8e9wYI=/128x128/v1.YzszOTg4O2o7MTkxNzA7MjA0ODszMDA7MzAw,salome-gonstad,3861,Comic Years
5,"Sep 17, 2021",True,False,False,False,https://www.stuff.co.nz/entertainment/stuff-to-watch/300407204/blood-brothers-netflix-explores-the-friendship-that-put-white-america-on-edge,"What could have been a gimmick in the service of a weaker narrative becomes a masterstroke here, basically denying us any let-off from the tension of what is happening on the screen.",2823968,,POSITIVE,Graeme Tuckett,http://resizing.flixster.com/gxQJ1j0CbrtD6IXLgSEHcbk5q3s=/128x128/v1.YzsyODUwO2c7MTkxNzA7MjA0ODsxNTA7MTUw,graeme-tuckett,1323,Stuff.co.nz
6,"Sep 15, 2021",True,False,False,False,https://www.kctv5.com/better/new-in-theaters/video_bf2b0541-de6e-5414-8c3c-a697613cb96a.html,It is a must-see.,2823557,,POSITIVE,Lonita Cook,http://resizing.flixster.com/0rnwM-nlVWsehslgF4RDocUfefE=/128x128/v1.YzszOTM1O2o7MTkxNzA7MjA0ODsxNTIyOzE1MjI,lonita-cook,3562,KCTV5 News at 9
7,"Jul 31, 2021",True,False,False,False,https://lolaonfilm.com/2020/02/13/1917/,The gimmicky side of [its single take] fades juxtaposed to the perspective it offers.,2810469,4/5,POSITIVE,Milana Vujkov,http://resizing.flixster.com/MssxyIQdt5_F21cN0J6Lffb7aHc=/128x128/v1.YzszOTg5O2o7MTkxNzA7MjA0ODszMDA7MzAw,milana-vujkov,4036,Lola On Film
8,"Jul 25, 2021",True,False,False,False,https://www.cathsfilmforum.com/?page_id=6356,"In addition to Deakins, production designer Dennis Gassner and composer Thomas Newman also add layers of bravura artistry to create an experience that will leave you breathless, heart pounding and absolutely emotionally wrecked by the end.",2808583,5/5,POSITIVE,Catherine Springer,http://resizing.flixster.com/qQPixoI5ZoN_XQ6Op7PuRaxdMaw=/128x128/v1.YzszNTgyO2o7MTkxNzA7MjA0ODs5MzI7OTMy,catherine-springer,4006,CathsFilmForum.com
9,"Jul 23, 2021",True,False,False,False,https://www.robinholabird.com/post/1917-finally-opening-in-reno,Mendes creates one of the best films released in 2019.,2808235,,POSITIVE,Robin Holabird,http://resizing.flixster.com/1B6BIw6SVzIpDh0LDZoIJIFcXYE=/128x128/v1.YzszOTc4O2o7MTkxNzA7MjA0ODszMDA7MzAw,robin-holabird,4029,"KUNR (Reno, NV)"
